artist,track_name,mbid,danceability_prob,danceability_value,gender_prob,gender_value,genre_dortmund_prob,genre_dortmund_value,genre_electronic_prob,genre_electronic_value,genre_rosamerica_prob,genre_rosamerica_value,genre_tzanetakis_prob,genre_tzanetakis_value,ismir04_rhythm_prob,ismir04_rhythm_value,mood_acoustic_prob,mood_acoustic_value,mood_aggressive_prob,mood_aggressive_value,mood_electronic_prob,mood_electronic_value,mood_happy_prob,mood_happy_value,mood_party_prob,mood_party_value,mood_relaxed_prob,mood_relaxed_value,mood_sad_prob,mood_sad_value,moods_mirex_prob,moods_mirex_value,timbre_prob,timbre_value,tonal_atonal_prob,tonal_atonal_value,voice_instrumental_prob,voice_instrumental_value
Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),3cd1aed4-1a9e-48a0-b174-8c7289d2ca99,0.8771930933,danceable,0.964331686497,male,0.873614490032,electronic,0.461681306362,ambient,0.323625504971,pop,0.313974827528,jaz,0.335863173008,VienneseWaltz,0.982072412968,not_acoustic,0.526535987854,aggressive,0.716874778271,electronic,0.976920306683,not_happy,0.788658738136,party,0.753443837166,not_relaxed,0.880391955376,not_sad,0.585064828396,Cluster5,0.988925874233,dark,0.918066382408,atonal,0.733633637428,instrumental
Daft Punk,"Harder, Better, Faster, Stronger",e00bb9fe-f439-480d-ba25-47c625c9840b,0.591991841793,danceable,0.572331905365,female,0.930858969688,electronic,0.4263625741,house,0.361315488815,pop,0.313974827528,jaz,0.296022474766,ChaChaCha,0.810807108879,acoustic,0.527374923229,not_aggressive,0.915633440018,electronic,0.858257174492,not_happy,0.597522139549,party,0.80018466711,relaxed,0.786449730396,not_sad,0.466938614845,Cluster5,0.96175557375,dark,0.848000586033,atonal,0.854799389839,instrumental
Daft Punk,Something About Us,4996a019-cfa6-44b2-8305-b9dffc5733ff,0.887184619904,danceable,0.551374554634,female,0.924140274525,electronic,0.616146326065,house,0.489410579205,pop,0.313974827528,jaz,0.476405024529,ChaChaCha,0.929441332817,not_acoustic,0.622866749763,not_aggressive,0.770478367805,electronic,0.558440804482,happy,0.733998060226,party,0.632555425167,not_relaxed,0.714513599873,not_sad,0.340824633837,Cluster2,0.894480586052,bright,0.903340220451,atonal,0.996948361397,instrumental
Drake,God's Plan,841bb140-860a-44d6-b212-84ffeb7d8fdc,0.995114862919,danceable,0.838244259357,female,0.999322712421,electronic,0.44399830699,house,0.902134954929,hip,0.305054485798,roc,0.340388387442,VienneseWaltz,0.990495204926,not_acoustic,0.993512928486,not_aggressive,0.96088039875,electronic,0.888862907887,not_happy,0.605281054974,party,0.589881718159,relaxed,0.656309068203,not_sad,0.622121989727,Cluster5,0.830932855606,dark,0.974781632423,atonal,0.892185807228,voice
Drake,Not You Too (feat. Chris Brown),d9020bff-5325-43da-9465-25f8b5e2f79f,0.598668813705,danceable,0.964654564857,male,0.992804884911,electronic,0.684271395206,ambient,0.766515672207,rhy,0.318289935589,jaz,0.319348812103,Tango,0.929839253426,not_acoustic,1.0,not_aggressive,0.968797504902,electronic,0.828000605106,not_happy,0.988507032394,not_party,0.811554133892,relaxed,0.552620947361,sad,0.296215623617,Cluster3,0.855574548244,dark,0.964598655701,atonal,0.997355937958,voice
Drake,She Will,9ce9a47d-2cd7-42f4-9b8b-27bb2c40b31d,0.99996984005,danceable,0.655090272427,female,0.999953567982,electronic,0.813798427582,trance,0.426868140697,hip,0.313974827528,jaz,0.228220880032,ChaChaCha,0.997458457947,not_acoustic,0.848638772964,not_aggressive,0.865995407104,electronic,0.598789691925,happy,0.686617970467,party,0.507822036743,relaxed,0.74272108078,not_sad,0.382777363062,Cluster5,0.562415897846,bright,0.98394459486,atonal,0.9264793396,voice
Billie Eilish,when the party's over,ba7a88da-f864-4ead-9a63-36f92d10de46,0.993185937405,not_danceable,0.835667431355,female,0.904115855694,electronic,0.954822957516,ambient,0.455660879612,rhy,0.354596078396,roc,0.280565351248,Tango,0.980028271675,acoustic,0.99999165535,not_aggressive,0.948756754398,not_electronic,0.927183747292,not_happy,0.990870893002,not_party,0.979156196117,relaxed,0.878195226192,sad,0.633691191673,Cluster3,0.726025521755,bright,0.664975702763,tonal,0.998079776764,voice
Billie Eilish,Happier Than Ever,24134481-599d-4e30-bffd-3080739f3d58,0.645207762718,not_danceable,0.715484321117,female,0.999973416328,electronic,0.469057410955,house,0.789446771145,rhy,0.302772670984,roc,0.599616706371,VienneseWaltz,0.914294421673,not_acoustic,0.970483243465,not_aggressive,0.51797503233,electronic,0.707966566086,not_happy,0.89089936018,not_party,0.963647484779,relaxed,0.52132999897,not_sad,0.338112980127,Cluster5,0.918213546276,dark,0.944045066833,atonal,0.822978615761,voice
Eminem,The Real Slim Shady,19a35f90-6d5f-485c-a23a-2d299b87fbae,0.883440196514,danceable,0.653074979782,male,0.989125072956,electronic,0.788183093071,house,0.540567159653,rhy,0.313974827528,jaz,0.782756209373,ChaChaCha,0.824119567871,not_acoustic,0.75772613287,not_aggressive,0.897263884544,electronic,0.739545941353,happy,0.881225705147,party,0.820970356464,relaxed,0.650245666504,sad,0.271418571472,Cluster3,0.956609070301,bright,0.984877109528,atonal,0.887444019318,voice
Eminem,Till I Collapse,24a4a114-d8bd-4b36-8b51-51e94e73b780,0.985189914703,danceable,0.582776129246,male,0.987981855869,electronic,0.770357310772,house,0.591690182686,hip,0.769169807434,jaz,0.961371302605,ChaChaCha,0.995835661888,not_acoustic,0.814352929592,aggressive,0.961527645588,electronic,0.938900470734,not_happy,0.885576605797,party,0.989115297794,not_relaxed,0.937655031681,not_sad,0.433012783527,Cluster5,0.946766197681,dark,0.999999880791,atonal,0.627179026604,instrumental
Eminem,Superman,9f41ff31-d86e-4a8a-bf05-22e132f99d85,0.996263504028,danceable,0.782503783703,female,0.996805429459,electronic,0.698317885399,trance,0.499331861734,dan,0.302779436111,jaz,0.229203656316,ChaChaCha,0.948987185955,not_acoustic,0.904234528542,not_aggressive,0.83402132988,electronic,0.665005862713,not_happy,0.829106986523,party,0.836933135986,not_relaxed,0.721692621708,not_sad,0.500697135925,Cluster5,0.540315568447,bright,0.857409894466,atonal,0.513494968414,instrumental
Eminem,Stan,888d13a8-5bbb-44d8-b3c9-5c3812020110,0.795232176781,danceable,0.892760455608,female,0.538611769676,electronic,0.600305736065,ambient,0.446718007326,rhy,0.313974827528,jaz,0.266575962305,ChaChaCha,0.619383215904,acoustic,0.969770610332,not_aggressive,0.553483426571,not_electronic,0.744823694229,not_happy,0.556373119354,party,0.545622169971,relaxed,0.521011590958,not_sad,0.300342321396,Cluster2,0.680367767811,bright,0.526274859905,atonal,0.979455649853,voice
Coldplay,A Sky Full of Stars,c167bc99-1bb7-4586-b7df-36cc8c320568,0.952412009239,danceable,0.827706456184,female,0.95415699482,electronic,0.689815819263,ambient,0.34104642272,pop,0.302630752325,roc,0.448667764664,VienneseWaltz,0.548872828484,not_acoustic,0.994232475758,not_aggressive,0.804558336735,not_electronic,0.76692956686,not_happy,0.833470761776,not_party,0.856551587582,relaxed,0.559127032757,sad,0.345710039139,Cluster2,0.867390871048,bright,0.960466861725,tonal,0.549972236156,instrumental
Coldplay,Fix You,d8e34ddd-ca5a-4a25-8274-a2c88a50b702,0.862940073013,not_danceable,0.986034095287,male,0.988613903522,electronic,0.659454882145,ambient,0.478420168161,pop,0.313974827528,jaz,0.500551939011,VienneseWaltz,0.825396120548,not_acoustic,0.934084832668,not_aggressive,0.586005032063,not_electronic,0.661598920822,happy,0.661021053791,not_party,0.976927638054,relaxed,0.665478646755,not_sad,0.371464848518,Cluster3,0.692729175091,bright,0.678856909275,tonal,0.910321474075,voice
Beyoncé,Halo,082d9f77-769c-499c-b46b-43e406f2d916,0.952442705631,not_danceable,0.99847972393,female,0.529605388641,folkcountry,0.964564025402,ambient,0.576031923294,jaz,0.313974827528,jaz,0.484952718019,VienneseWaltz,0.993322372437,acoustic,0.995321393013,not_aggressive,0.985368907452,not_electronic,0.729715228081,happy,0.975148797035,not_party,0.856080114841,relaxed,0.614999711514,sad,0.390787482262,Cluster3,0.950327992439,bright,0.915056109428,tonal,0.922309339046,voice
Beyoncé,All Night,500a24ed-bc95-4079-9b57-0b1258b09f0b,0.657477319241,danceable,0.998259365559,female,0.998462796211,electronic,0.559851527214,ambient,0.635756790638,rhy,0.313974827528,jaz,0.813264429569,VienneseWaltz,0.587289452553,acoustic,0.994910299778,not_aggressive,0.621278643608,electronic,0.562500596046,happy,0.757281899452,not_party,0.559693396091,not_relaxed,0.565866291523,not_sad,0.326236635447,Cluster5,0.728306293488,bright,0.658015549183,atonal,0.592841565609,voice
Beyoncé,Irreplaceable,a16d4381-1e38-466b-a969-a666c784aadd,0.999925017357,danceable,0.936553537846,female,0.878554344177,electronic,0.507289886475,house,0.456182837486,hip,0.310666948557,jaz,0.990790784359,ChaChaCha,0.986905097961,not_acoustic,0.999980866909,not_aggressive,0.86541646719,electronic,0.518527686596,not_happy,0.59384316206,not_party,0.793763518333,relaxed,0.791636824608,not_sad,0.371428698301,Cluster2,0.771923661232,bright,0.989508271217,atonal,0.858354270458,instrumental
Beyoncé,Diva,d8758dd9-e162-40c1-a358-d12a9f13e8e3,0.971525371075,danceable,0.731357336044,female,0.98096293211,electronic,0.434444755316,ambient,0.459816634655,hip,0.311586618423,jaz,0.607686460018,ChaChaCha,0.925729990005,not_acoustic,0.782885551453,not_aggressive,0.927996993065,electronic,0.761024355888,not_happy,0.844922363758,party,0.53438359499,not_relaxed,0.821938633919,not_sad,0.287678837776,Cluster5,0.974000871181,dark,0.993558704853,atonal,0.914227545261,instrumental
Beyoncé,Single Ladies (Put a Ring on It),face6d38-da91-4a6d-9e30-9f23e73bae70,0.99362629652,danceable,0.831139147282,male,0.943903565407,electronic,0.337271541357,dnb,0.694189310074,hip,0.313974827528,jaz,0.980421662331,ChaChaCha,0.999983668327,not_acoustic,0.909238934517,aggressive,0.590201973915,electronic,0.539919316769,not_happy,0.89821177721,party,0.993274986744,not_relaxed,0.96572214365,not_sad,0.591315746307,Cluster5,0.616571247578,dark,0.969083845615,tonal,0.888848662376,instrumental
Beyoncé,Beautiful Liar,f9e5e997-5464-40dc-b02c-9edad6266b39,0.999566257,danceable,0.997593045235,female,0.754546642303,electronic,0.447447806597,house,0.384222328663,hip,0.302630752325,roc,0.961525201797,ChaChaCha,0.98300755024,not_acoustic,0.999998748302,not_aggressive,0.932866811752,electronic,0.862316846848,not_happy,0.629263758659,not_party,0.63466835022,relaxed,0.806894481182,not_sad,0.31404042244,Cluster5,0.970277011395,bright,0.674193263054,atonal,0.955458939075,instrumental
Beyoncé,Sweet Dreams,aa1f5538-8277-4e5e-b00c-fc51c357aa65,0.880928635597,danceable,0.911379158497,female,0.805220723152,electronic,0.690629601479,ambient,0.743454933167,hip,0.3217048347,jaz,0.615938365459,ChaChaCha,0.979614496231,not_acoustic,0.528510570526,aggressive,0.87083286047,electronic,0.900482654572,not_happy,0.763410627842,party,0.862408816814,relaxed,0.688326239586,not_sad,0.404305577278,Cluster5,0.985386431217,bright,0.943803846836,atonal,0.613188028336,voice
Ed Sheeran,Photograph,c9615ccc-531c-4cd3-9db3-c9419b9f60c0,0.577255010605,danceable,0.867262542248,female,0.887374818325,electronic,0.522640526295,ambient,0.874641060829,rhy,0.999999880791,jaz,0.737289190292,ChaChaCha,0.524373054504,acoustic,0.999992728233,not_aggressive,0.531134843826,electronic,0.632579624653,not_happy,0.765262722969,not_party,0.823715150356,relaxed,0.563951611519,sad,0.312647640705,Cluster2,0.614995718002,dark,0.951120376587,atonal,0.956987082958,voice
Ed Sheeran,I Don't Care,466dab89-f9f5-4ccd-80c1-34cdadb8a9e4,0.960683047771,not_danceable,0.944858491421,male,0.525320529938,folkcountry,0.920561134815,ambient,0.365831196308,rhy,0.313974827528,jaz,0.778765380383,VienneseWaltz,0.977834284306,acoustic,0.999999582767,not_aggressive,0.958495438099,not_electronic,0.975849032402,not_happy,0.984020411968,not_party,0.984640061855,relaxed,0.874769806862,sad,0.575470805168,Cluster3,0.993989944458,bright,0.964346766472,tonal,0.85457521677,voice
Rihanna,We Found Love,46febbd8-c43b-4d5a-8165-f7b18479e7de,0.99997651577,danceable,0.956148147583,female,0.981141924858,electronic,0.648975014687,trance,0.547841310501,pop,0.313974827528,jaz,0.366003364325,ChaChaCha,0.995908379555,not_acoustic,1.0,not_aggressive,0.547292470932,not_electronic,0.778048217297,not_happy,0.997120141983,not_party,0.808364629745,relaxed,0.740669906139,not_sad,0.263993740082,Cluster5,0.629874289036,bright,0.920515477657,atonal,0.870180428028,voice
Rihanna,Love On The Brain,46d04de6-19aa-488b-a009-cb3f291edd6a,0.906677424908,danceable,0.999949216843,female,0.995759308338,electronic,0.607205092907,trance,0.633937060833,pop,0.313974827528,jaz,0.520247101784,VienneseWaltz,0.625616490841,acoustic,0.999988675117,not_aggressive,0.799101889133,not_electronic,0.745670557022,happy,0.794041693211,not_party,0.922920644283,not_relaxed,0.632587254047,not_sad,0.289470851421,Cluster3,0.955914318562,bright,0.854503810406,tonal,0.597112298012,voice
Rihanna,S&M,456591d3-805c-4ea2-bc49-c30568c548c8,0.999997377396,danceable,0.608855605125,female,0.995030581951,electronic,0.930254340172,trance,0.790704250336,dan,0.310666948557,jaz,0.988986611366,ChaChaCha,0.999999761581,not_acoustic,0.726270794868,not_aggressive,0.951424658298,electronic,0.700560927391,not_happy,0.896038651466,party,0.576099514961,relaxed,0.774022579193,not_sad,0.677132368088,Cluster5,0.716121196747,dark,0.911447227001,atonal,0.964531183243,instrumental
Rihanna,Stay,77617256-c2ce-46b5-b8e5-9ff7894a5397,0.982717752457,not_danceable,0.988676249981,female,0.904590725899,electronic,0.951304972172,ambient,0.424251139164,pop,0.308918893337,jaz,0.311946421862,VienneseWaltz,0.964264571667,acoustic,0.999996423721,not_aggressive,0.584045231342,not_electronic,0.817902266979,not_happy,0.992329478264,not_party,0.970650970936,relaxed,0.933352708817,sad,0.613676309586,Cluster3,0.843491077423,bright,0.835316061974,tonal,0.541405498981,voice
Kendrick Lamar,"All The Stars (with SZA) - From ""Black Panther: The Album""",76d73a59-cebc-4c21-aec6-acf093502423,0.618086159229,not_danceable,0.567877531052,female,0.266474932432,electronic,0.855683684349,ambient,0.685095131397,rhy,0.310666948557,jaz,0.405544877052,Tango,0.518933951855,acoustic,0.969907283783,not_aggressive,0.816862642765,electronic,0.883542716503,not_happy,0.777083098888,not_party,0.936810970306,relaxed,0.519299268723,sad,0.353303492069,Cluster2,0.93965870142,dark,0.566128611565,atonal,0.952516198158,voice
Bruno Mars,Just the Way You Are,93a89b89-3a02-4501-a55b-ca1d8f6575da,1.0,not_danceable,0.622126698494,female,0.647631108761,raphiphop,0.765327394009,trance,0.55033737421,hip,0.310666948557,jaz,0.981489956379,ChaChaCha,0.904409646988,not_acoustic,1.0,not_aggressive,0.979391694069,electronic,0.744453728199,happy,0.999984204769,not_party,0.808817088604,relaxed,0.92569476366,not_sad,0.619893670082,Cluster5,0.685673475266,bright,0.519547402859,tonal,0.984329044819,voice
Bruno Mars,Talking to the Moon,7c2aef54-866a-4906-9143-546ad1ef93d1,0.930814385414,not_danceable,0.645728349686,female,0.736682772636,electronic,0.96217417717,ambient,0.535615861416,rhy,0.313974827528,jaz,0.816553771496,VienneseWaltz,0.996498942375,acoustic,0.997260987759,not_aggressive,0.973296225071,not_electronic,0.560340821743,not_happy,0.989703953266,not_party,0.983402907848,relaxed,0.898523569107,sad,0.458266794682,Cluster2,0.925124943256,bright,0.979454100132,tonal,0.993931174278,voice
Bruno Mars,Marry You,a8956c11-749a-4fdb-885a-86542bcf204a,0.949338912964,danceable,0.97607922554,female,0.984506726265,electronic,0.586053550243,ambient,0.767566800117,pop,0.313974827528,jaz,0.343077033758,VienneseWaltz,0.932586312294,acoustic,0.995507895947,not_aggressive,0.727869868279,not_electronic,0.535555899143,not_happy,0.965491116047,not_party,0.969852507114,relaxed,0.533805072308,sad,0.497087985277,Cluster5,0.999985575676,bright,0.525913476944,tonal,0.960060656071,voice
Lana Del Rey,Young And Beautiful,aa9cdaf8-b8f4-42ad-92a3-d0c3d66bfcb1,0.685367166996,danceable,0.997704684734,female,0.823454916477,electronic,0.660086452961,ambient,0.754650235176,pop,0.313974827528,jaz,0.663037002087,VienneseWaltz,0.731016218662,not_acoustic,0.898474216461,not_aggressive,0.659610569477,not_electronic,0.51383882761,happy,0.907775044441,not_party,0.989230334759,relaxed,0.594016075134,sad,0.342580020428,Cluster3,0.592282116413,dark,0.513858556747,tonal,0.928153395653,voice
Lana Del Rey,Summertime Sadness,9a68f6af-8776-412d-8356-2480cb34ab5f,0.625358939171,danceable,0.911151111126,female,0.98852199316,electronic,0.619734525681,trance,0.518191874027,pop,0.454450815916,jaz,0.594816625118,Tango,0.930589795113,not_acoustic,0.650195479393,not_aggressive,0.655209481716,electronic,0.701781272888,not_happy,0.593617141247,not_party,0.586215138435,relaxed,0.696133732796,not_sad,0.327427387238,Cluster5,0.993535816669,dark,0.969272255898,atonal,0.850921452045,voice
Lana Del Rey,Cinnamon Girl,93c05b1f-0366-4bb5-9a2b-d7007526bd7f,0.888506412506,not_danceable,0.998094439507,female,0.99374461174,electronic,0.7762170434,ambient,0.419656187296,rhy,0.307107925415,jaz,0.980667829514,VienneseWaltz,0.666172146797,acoustic,0.948046982288,not_aggressive,0.749540865421,not_electronic,0.695143043995,not_happy,0.974950551987,not_party,0.98946171999,relaxed,0.579484462738,sad,0.312632292509,Cluster3,0.902684152126,dark,0.570220530033,tonal,0.514995932579,voice
Lana Del Rey,Brooklyn Baby,d972038f-24e3-419d-a61c-5aea17efd93c,0.999999761581,danceable,0.852264463902,female,0.999984920025,electronic,0.747912883759,trance,0.751915276051,dan,0.313974827528,jaz,0.914294719696,ChaChaCha,0.999997377396,not_acoustic,0.873314976692,not_aggressive,0.977108538151,electronic,0.821366608143,not_happy,0.986750006676,party,0.868797719479,not_relaxed,0.846924960613,not_sad,0.693435549736,Cluster5,0.815542638302,bright,0.992457509041,atonal,0.55580663681,instrumental
Lana Del Rey,Video Games,bc5d81f8-853f-41c2-a7dd-a90b9fe51d99,0.904965043068,not_danceable,0.928906142712,female,0.924774587154,electronic,0.880550682545,ambient,0.284847557545,rhy,0.32860031724,jaz,0.50323009491,VienneseWaltz,0.92210650444,acoustic,0.989814996719,not_aggressive,0.85558617115,not_electronic,0.974360108376,not_happy,0.958443760872,not_party,0.969235777855,relaxed,0.744510173798,sad,0.488715052605,Cluster3,0.894184112549,dark,0.506664216518,atonal,0.881455779076,voice
Lana Del Rey,Born To Die,ac71eb2c-0a25-4f06-acff-13bec69d06e1,0.784787118435,not_danceable,0.718900263309,male,0.881598770618,electronic,0.572757542133,ambient,0.399347543716,pop,0.313974827528,jaz,0.509830474854,VienneseWaltz,0.803558111191,not_acoustic,0.97255051136,not_aggressive,0.640810072422,electronic,0.646800220013,not_happy,0.80467414856,not_party,0.722783565521,relaxed,0.619147181511,not_sad,0.38446700573,Cluster5,0.575568079948,dark,0.671377301216,tonal,0.831139326096,voice
Post Malone,Better Now,2b632288-0cca-4cc8-85cc-8272f862920e,0.999310553074,danceable,0.703286290169,female,0.998858690262,electronic,0.454875797033,trance,0.623326539993,pop,0.310666948557,jaz,0.361306399107,Tango,0.925642967224,not_acoustic,0.931308448315,not_aggressive,0.704024016857,electronic,0.792599856853,not_happy,0.554112017155,party,0.871485948563,relaxed,0.633100867271,not_sad,0.361542284489,Cluster3,0.559951424599,bright,0.965611100197,atonal,0.994582593441,voice
Post Malone,Wow.,afa29727-df4c-4c73-9116-fda1d0d235a4,0.999161183834,danceable,0.826069414616,female,0.642438590527,electronic,0.560588240623,house,0.548522174358,rhy,0.310666948557,jaz,0.571537613869,Rumba-International,0.95867305994,not_acoustic,0.982339262962,not_aggressive,0.969861328602,electronic,0.902948975563,not_happy,0.584958612919,party,0.747166633606,relaxed,0.629611492157,sad,0.272875517607,Cluster3,0.848522305489,dark,0.999999940395,atonal,0.985461354256,voice
Doja Cat,Candy,9dd57e53-1fd2-4c11-8e41-2cebbbedd3fe,0.993561446667,danceable,0.996279776096,female,0.974750518799,electronic,0.546799123287,ambient,0.662306427956,pop,0.316520601511,jaz,0.23039573431,ChaChaCha,0.662883579731,acoustic,0.991740882397,not_aggressive,0.915313243866,electronic,0.865254044533,not_happy,0.779397368431,not_party,0.979106605053,relaxed,0.663658618927,sad,0.305972069502,Cluster3,0.625540792942,bright,0.978459775448,atonal,0.795477509499,instrumental
Doja Cat,So High,837366be-1267-4e1f-bd39-cd073eb47a77,0.949692130089,danceable,0.585177123547,male,0.980534136295,electronic,0.667828083038,ambient,0.444607198238,pop,0.313974827528,jaz,0.582157373428,Tango,0.771398901939,not_acoustic,0.806081235409,not_aggressive,0.517928898335,not_electronic,0.896997451782,not_happy,0.804771959782,not_party,0.558210015297,relaxed,0.62474167347,not_sad,0.293555080891,Cluster3,0.885400652885,bright,0.651780247688,atonal,0.606157064438,voice
Dua Lipa,New Rules,118dfa40-be00-4267-9ba7-027928fbeaac,0.999987840652,danceable,0.858904361725,female,0.991378128529,electronic,0.782309353352,trance,0.93459880352,dan,0.311586618423,jaz,0.216739863157,Tango,0.981102287769,not_acoustic,0.994922935963,not_aggressive,0.522800326347,electronic,0.583727002144,happy,0.578195750713,not_party,0.555358588696,relaxed,0.740447282791,not_sad,0.529829263687,Cluster5,0.808762550354,dark,0.653554022312,atonal,0.97741651535,voice
Dua Lipa,One Kiss (with Dua Lipa),1f215b13-829c-4077-9098-e287d1d87f50,0.991046249866,danceable,0.919511854649,female,0.590016186237,electronic,0.420568704605,ambient,0.394677400589,hip,0.313974827528,jaz,0.97475451231,ChaChaCha,0.985797166824,not_acoustic,0.821171224117,not_aggressive,0.932300388813,electronic,0.738777339458,happy,0.986178517342,party,0.821726500988,relaxed,0.674366295338,sad,0.533548355103,Cluster5,0.989060521126,dark,0.993667423725,atonal,0.989564716816,voice
Sia,Los Angeles - Remix,3aba8bd9-f8ae-4c8f-9910-43ffc9302878,0.742797255516,danceable,0.542611658573,male,0.846899569035,electronic,0.596499502659,ambient,0.511451721191,rhy,0.310666948557,jaz,0.431608885527,Rumba-International,0.980128645897,not_acoustic,1.0,not_aggressive,0.862811684608,electronic,0.813681542873,not_happy,0.999943196774,not_party,0.808817088604,relaxed,0.553398132324,not_sad,0.248810619116,Cluster3,0.71538156271,dark,0.642199993134,atonal,0.76332461834,instrumental
Sia,Les Limites,4089bf28-8e88-4691-aac3-d937a4b6916b,0.999886274338,danceable,0.878525614738,male,0.419918358326,electronic,0.444722443819,ambient,0.374288678169,pop,0.174181446433,jaz,0.662774682045,ChaChaCha,0.924920082092,not_acoustic,0.999999880791,aggressive,0.677841842175,electronic,0.79675424099,happy,0.938796877861,not_party,0.541977882385,not_relaxed,0.717935264111,not_sad,0.61999386549,Cluster5,0.525731801987,dark,0.981827616692,tonal,0.904374182224,voice
Harry Styles,Adore You,31031d58-3eee-42c7-8309-71dae86da8eb,1.0,not_danceable,0.622487187386,female,0.995943546295,electronic,0.3987441957,techno,0.85469263792,hip,0.309046447277,jaz,0.958444714546,ChaChaCha,0.976233839989,not_acoustic,1.0,not_aggressive,0.982552468777,electronic,0.94916677475,not_happy,0.999984264374,not_party,0.808817088604,relaxed,0.96693277359,not_sad,0.619994521141,Cluster5,0.999310195446,dark,0.999991893768,atonal,0.531203985214,voice
Travis Scott,HIGHEST IN THE ROOM,818548d8-869f-49e4-97b5-aff0eac2aab0,0.99997651577,danceable,0.93319696188,female,0.998440921307,electronic,0.516223788261,trance,0.39351272583,rhy,0.313974827528,jaz,0.209058269858,ChaChaCha,0.999998867512,not_acoustic,0.979095637798,not_aggressive,0.98436820507,electronic,0.60839921236,not_happy,0.792643606663,party,0.813505589962,relaxed,0.525896668434,sad,0.722601175308,Cluster5,0.980061650276,dark,0.961115658283,atonal,0.5,voice
Travis Scott,SICKO MODE,73784600-a665-4a6c-9687-187dbefc556d,0.999866604805,danceable,0.540458440781,male,0.999986231327,electronic,0.609342873096,trance,0.651121258736,hip,0.139321893454,jaz,0.204414010048,ChaChaCha,0.984614372253,not_acoustic,0.994500100613,not_aggressive,0.882686972618,electronic,0.813276946545,not_happy,0.647331476212,party,0.81361913681,relaxed,0.704279780388,not_sad,0.390717953444,Cluster3,0.964983642101,dark,0.959660589695,atonal,0.769434452057,voice
Travis Scott,90210 (feat. Kacy Hill),92155ba2-b134-4f38-b964-1d80eb1bd75e,0.998995363712,danceable,0.979164659977,female,0.999997317791,electronic,0.582471191883,trance,0.435368597507,rhy,0.328519314528,jaz,0.514969348907,VienneseWaltz,0.798967957497,not_acoustic,0.991519391537,not_aggressive,0.53790974617,electronic,0.962508797646,not_happy,0.801468729973,not_party,0.969538927078,relaxed,0.547826170921,not_sad,0.396506220102,Cluster3,0.839461088181,dark,0.966742694378,atonal,0.97668671608,voice
